X,loan_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,desc,purpose,title,zip_code,addr_state,dti,rate
1438269,25600,25600, 60 months,14.08%,596.73,C,C3,Asst. tech ,MORTGAGE,90000,Verified,Jun-17,Current,n,,credit_card,Credit card refinancing,714xx,LA,16.84,0.1408
1349730,12000,12000, 36 months,11.49%,395.66,B,B5,Owner/Massage Therapist,RENT,56000,Source Verified,Mar-17,Current,n,,debt_consolidation,Debt consolidation,916xx,CA,20.66,0.1149
8935,3500,3500, 36 months,9.99%,112.92,B,B1,Walmart,RENT,24240,Verified,Aug-11,Fully Paid,n,"  Borrower added on 08/20/11 > I have a good job and a good life. I budget my money every paycheck so my bills are paid on time, everytime. This loan will allow me to get the truck out of the shop and move forward.<br/>null Borrower added on 08/22/11 > I will say this, thank you for giving me the opportunity to do this. It means more than you can imagine.<br/>",major_purchase,Dodge Truck,852xx,AZ,0,0.0999
1896405,4800,4800, 36 months,19.42%,176.97,D,D3,Mail Carrier,RENT,41874,Source Verified,Jun-18,Fully Paid,n,,major_purchase,Major purchase,310xx,GA,31.3,0.1942
955037,20000,20000, 36 months,20.75%,750.94,E,E2,Personal banker,RENT,48000,Verified,Feb-16,Fully Paid,n,,debt_consolidation,,919xx,CA,41.67,0.2075
1069018,5000,5000, 36 months,5.32%,150.58,A,A1,Director of Information Technology,MORTGAGE,58000,Not Verified,May-16,Current,n,,home_improvement,Home improvement,229xx,VA,7.91,0.0532
364524,28000,28000, 36 months,13.98%,956.71,C,C3,President,MORTGAGE,140000,Source Verified,Jul-14,Fully Paid,n,,credit_card,Credit card refinancing,765xx,TX,7.6,0.1398
138565,8000,8000, 36 months,18.49%,291.19,D,D2,Bayviewloanservicing ,MORTGAGE,52000,Not Verified,May-13,Charged Off,n,,debt_consolidation,Loan,750xx,TX,28.29,0.1849
847741,20400,20400, 36 months,8.67%,645.59,B,B1,parts manager,RENT,48000,Verified,Feb-15,Fully Paid,n,,debt_consolidation,Debt consolidation,917xx,CA,10.28,0.0867
1545288,40000,40000, 36 months,7.07%,1236.37,A,A2,Supervisor,MORTGAGE,137668,Verified,Sep-17,Current,n,,debt_consolidation,Debt consolidation,324xx,FL,8.32,0.0707
1860119,13900,13900, 60 months,11.99%,309.13,B,B5,,OWN,24000,Not Verified,Jan-18,Current,n,,credit_card,Credit card refinancing,168xx,PA,32.79,0.1199
691570,16800,16800, 36 months,6.89%,517.9,A,A3,Manager,RENT,70000,Source Verified,Jul-15,Fully Paid,n,,credit_card,Credit card refinancing,151xx,PA,33.03,0.0689
95434,4000,4000, 36 months,16.78%,142.18,C,C5,Interfaith Housing Corp LLC,RENT,29000,Not Verified,Sep-13,Fully Paid,n,,debt_consolidation,payoff,473xx,IN,5.75,0.1678
313097,20000,20000, 36 months,13.98%,683.36,C,C3,Associate,MORTGAGE,120000,Verified,Sep-14,Fully Paid,n,,other,Other,765xx,TX,29.91,0.1398
1299042,34500,34500, 36 months,11.39%,1135.87,B,B3,Human Resource Officer,MORTGAGE,75000,Source Verified,Oct-16,Charged Off,n,,debt_consolidation,Debt consolidation,372xx,TN,11.41,0.1139
2073971,40000,40000, 36 months,11.55%,1320,B,B4,Eligibility Worker II,RENT,1.00E+05,Not Verified,Aug-18,Current,n,,credit_card,Credit card refinancing,917xx,CA,13.09,0.1155
869796,9000,9000, 36 months,9.49%,288.26,B,B2,Patient Care Technician ,RENT,60000,Source Verified,Jan-15,Fully Paid,n,,debt_consolidation,Debt consolidation,951xx,CA,19.09,0.0949
320899,20000,20000, 36 months,10.99%,654.68,B,B3,Teacher,RENT,60000,Source Verified,Aug-14,Fully Paid,n,,debt_consolidation,Debt consolidation,840xx,UT,10.16,0.1099
704720,1000,1000, 36 months,13.99%,34.18,C,C4,Shift Supervisor,MORTGAGE,60000,Not Verified,Jul-15,Fully Paid,n,,other,Other,157xx,PA,24.13,0.1399
1488567,6000,6000, 36 months,8.24%,188.69,B,B1,Plans Examiner,RENT,133000,Source Verified,May-17,Fully Paid,n,,other,Other,921xx,CA,1.72,0.0824
422885,35000,34950, 60 months,19.47%,917,D,D5,Professor of English,MORTGAGE,85000,Verified,Mar-14,Fully Paid,n,,debt_consolidation,Debt consolidation,945xx,CA,18.51,0.1947
2088743,3000,3000, 36 months,7.21%,92.92,A,A3,Sales Director,RENT,60000,Not Verified,Aug-18,Current,n,,debt_consolidation,Debt consolidation,100xx,NY,11.34,0.0721
1205257,8000,8000, 36 months,10.99%,261.88,B,B4,Registered Nurse,RENT,60000,Verified,Jul-16,Late (16-30 days),n,,debt_consolidation,Debt consolidation,342xx,FL,18.7,0.1099
1824541,21500,21500, 36 months,9.44%,688.11,B,B1,Commercial Manager,MORTGAGE,52000,Not Verified,Feb-18,Current,n,,debt_consolidation,Debt consolidation,255xx,WV,29.38,0.0944
1579097,4800,4800, 36 months,14.08%,164.24,C,C3,Laborer,RENT,45000,Source Verified,Aug-17,Current,n,,debt_consolidation,Debt consolidation,162xx,PA,21.97,0.1408
736481,1200,1200, 36 months,13.99%,41.01,C,C4,Research Assistant,RENT,35000,Source Verified,May-15,Fully Paid,n,,vacation,Vacation,606xx,IL,6.51,0.1399
1049376,17500,17500, 60 months,18.25%,446.77,D,D3,Conductor,MORTGAGE,110000,Not Verified,Jun-16,Current,n,,credit_card,Credit card refinancing,021xx,MA,8.1,0.1825
1494820,5000,5000, 36 months,15.99%,175.77,C,C5,Flooring specialist,RENT,32000,Source Verified,Apr-17,Current,n,,other,Other,333xx,FL,15.9,0.1599
2121459,10000,10000, 36 months,6.11%,304.72,A,A1,Owner,MORTGAGE,97000,Source Verified,Jul-18,Current,n,,credit_card,Credit card refinancing,328xx,FL,24.68,0.0611
495149,15000,15000, 36 months,11.99%,498.15,C,C1,Web Developer,MORTGAGE,61000,Source Verified,Dec-15,Charged Off,n,,debt_consolidation,Debt consolidation,173xx,PA,13.06,0.1199
145496,10000,10000, 36 months,15.31%,348.18,C,C2,Newport Mesa Unified School District,MORTGAGE,210000,Verified,Apr-13,Fully Paid,n,"  Borrower added on 04/21/13 > The loan is to replaster, retile and refurbish the deck on my swimming pool.<br>",home_improvement,Pool Remodel,925xx,CA,8.38,0.1531
1161783,7000,7000, 36 months,10.49%,227.49,B,B3,Cosmetology,RENT,27000,Not Verified,Aug-16,Current,n,,debt_consolidation,Debt consolidation,308xx,GA,19.38,0.1049
393362,19800,19750, 60 months,13.35%,454.07,C,C2,Controller,MORTGAGE,111634,Verified,May-14,Fully Paid,n,,debt_consolidation,Debt consolidation,276xx,NC,9.22,0.1335
59976,8400,8400, 36 months,15.61%,293.71,C,C3,Aviation Supervisor,RENT,40000,Verified,Nov-13,Charged Off,n,,debt_consolidation,Credit card roundup,984xx,WA,23.28,0.1561
1470871,35000,35000, 60 months,10.42%,750.91,B,B3,Administrator,MORTGAGE,45000,Not Verified,May-17,Current,n,,credit_card,Credit card refinancing,165xx,PA,45.39,0.1042
528298,10500,10500, 60 months,14.33%,246.12,C,C5,Receptionist:HR,RENT,33280,Source Verified,Nov-15,Fully Paid,n,,car,Car financing,982xx,WA,8.98,0.1433
668581,20000,20000, 60 months,14.65%,472.14,C,C5,Machine attendant,MORTGAGE,65000,Not Verified,Jul-15,Current,n,,debt_consolidation,Debt consolidation,373xx,TN,36.37,0.1465
1653811,12000,12000, 36 months,10.91%,392.36,B,B4,president,OWN,77000,Not Verified,Dec-17,In Grace Period,n,,credit_card,Credit card refinancing,600xx,IL,25.78,0.1091
340467,15000,15000, 36 months,12.49%,501.74,B,B5,lvt,RENT,60000,Not Verified,Jul-14,Fully Paid,n,,debt_consolidation,Debt consolidation,100xx,NY,19.56,0.1249
563881,6000,6000, 36 months,10.99%,196.41,B,B4,teller,RENT,23000,Verified,Oct-15,Charged Off,n,,debt_consolidation,Debt consolidation,989xx,WA,13.1,0.1099
2064275,18000,18000, 36 months,10.08%,581.49,B,B1,,MORTGAGE,1.00E+05,Source Verified,Aug-18,Current,n,,debt_consolidation,Debt consolidation,891xx,NV,25.71,0.1008
2010196,12000,12000, 36 months,13.56%,407.58,C,C1,MTD,OWN,80000,Source Verified,Sep-18,Current,n,,debt_consolidation,Debt consolidation,606xx,IL,20.7,0.1356
1643890,8000,8000, 36 months,15.05%,277.52,C,C4,registered nurse,MORTGAGE,73400,Verified,Jul-17,Fully Paid,n,,moving,Moving and relocation,086xx,NJ,10.99,0.1505
1569221,40000,39950, 36 months,10.42%,1298.59,B,B3,Application Developer,OWN,95000,Source Verified,Aug-17,Current,n,,house,Home buying,300xx,GA,5.15,0.1042
9676,9000,9000, 36 months,11.49%,296.75,B,B4,Social Security Administration,MORTGAGE,110000,Source Verified,Aug-11,Fully Paid,n,"  Borrower added on 08/09/11 > Beautiful home in need of finished basement and walkout. This will add 1700sf of additional living space. I am a good candidate for this loan because I am not over extended, pay my bills timely, and have saved some money to invest in this project also.  I have tenure with my work organization and have performed this type of work for several years.<br/>null",home_improvement,Home Improvement Loan,207xx,MD,14.65,0.1149
1890572,8000,8000, 36 months,6.83%,246.4,A,A3,Senior Accountant,RENT,85000,Not Verified,Jun-18,Current,n,,debt_consolidation,Debt consolidation,089xx,NJ,27.36,0.0683
212204,16500,16500, 60 months,18.55%,423.95,D,D4,Grismer Tire DBA Associates Tire,RENT,50000,Verified,Jun-12,Charged Off,n,"  Borrower added on 06/16/12 > This loan is for debt consolidation and will allow us to pay off debts faster, and easier.<br>",debt_consolidation,Debt consolidation,450xx,OH,26.23,0.1855
663695,21000,20975, 60 months,16.55%,516.84,D,D2,Center Administrator,MORTGAGE,63300,Source Verified,Aug-15,Current,n,,home_improvement,Home improvement,050xx,VT,33.65,0.1655
704120,14950,14950, 36 months,18.55%,544.62,E,E2,Medical laboratory scientist ,RENT,57200,Verified,Jul-15,Fully Paid,n,,other,Other,114xx,NY,1.73,0.1855
1791040,15000,15000, 36 months,10.41%,486.91,B,B3,Teacher,RENT,67000,Source Verified,Mar-18,Current,n,,debt_consolidation,Debt consolidation,841xx,UT,22.4,0.1041
1486422,17000,17000, 36 months,8.24%,534.61,B,B1,service tech,MORTGAGE,95000,Not Verified,May-17,Current,n,,debt_consolidation,Debt consolidation,550xx,MN,11.57,0.0824
736694,9000,9000, 36 months,12.29%,300.18,C,C1,Accountant,MORTGAGE,70000,Not Verified,May-15,Fully Paid,n,,credit_card,Credit card refinancing,088xx,NJ,8.91,0.1229
1590421,24000,24000, 36 months,5.32%,722.76,A,A1,Service Superintendent,MORTGAGE,150000,Not Verified,Aug-17,Fully Paid,n,,credit_card,Credit card refinancing,980xx,WA,8.78,0.0532
170691,10000,10000, 36 months,17.77%,360.38,D,D1,Cloyes  Gear Company,MORTGAGE,31000,Verified,Jan-13,Fully Paid,n,  Borrower added on 01/16/13 > i have been paying on credit card and am getting no where I want to be able to be get them paid in full in 3 yrs. My  payments would the same as I   am making now  but my payoff would be three years instead of<br><br> Borrower added on 01/16/13 > I want be able to have all my balances  payed off in 3 yrs instead of 10 to 12 yrs. My payments would be the same  but a big differance in the time and  more interest savings.<br>,credit_card,get out in 3 years,728xx,AR,20.4,0.1777
1651844,3000,3000, 36 months,14.08%,102.65,C,C3,Terminal Manager,MORTGAGE,90000,Verified,Dec-17,Charged Off,n,,debt_consolidation,Debt consolidation,275xx,NC,17.48,0.1408
1283062,34000,34000, 36 months,11.44%,1120.22,B,B4,RN Clinical Coordinator,MORTGAGE,110000,Verified,Nov-16,Fully Paid,n,,credit_card,Credit card refinancing,231xx,VA,24.58,0.1144
1386996,4800,4800, 36 months,11.49%,158.27,B,B5,Sales Consultant,MORTGAGE,45000,Source Verified,Jan-17,Fully Paid,n,,credit_card,Credit card refinancing,731xx,OK,17.31,0.1149
115483,20000,20000, 36 months,17.56%,718.65,D,D1,Ring Mountain Day School,RENT,72500,Verified,Jul-13,Fully Paid,n,"  Borrower added on 07/08/13 > With this loan, I will consolidate high-interest credit cards to fix my credit score. I will immediately pay off my high-interest credit cards and have one fixed payment through Lending Club.<br>",debt_consolidation,Credit Card Consolidation,946xx,CA,19.98,0.1756
1446173,10000,10000, 36 months,7.97%,313.23,A,A5,Director of Nursing,MORTGAGE,115000,Not Verified,Jun-17,Current,n,,credit_card,Credit card refinancing,067xx,CT,27.1,0.0797
1537171,10000,10000, 60 months,30.89%,329.03,G,G3,Lead Designer,MORTGAGE,38000,Not Verified,Sep-17,Current,n,,debt_consolidation,Debt consolidation,980xx,WA,23.07,0.3089
1552550,1000,1000, 36 months,11.99%,33.21,B,B5,Lead Tech,MORTGAGE,42000,Source Verified,Sep-17,Current,n,,other,Other,790xx,TX,18.2,0.1199
1229594,32000,32000, 60 months,17.99%,812.42,D,D2,Dentist,MORTGAGE,120000,Source Verified,Dec-16,Charged Off,n,,debt_consolidation,Debt consolidation,300xx,GA,6.76,0.1799
939613,18000,18000, 36 months,6.97%,555.55,A,A3,bldg. maint.,RENT,46000,Not Verified,Mar-16,Fully Paid,n,,credit_card,Credit card refinancing,814xx,CO,21.73,0.0697
870477,9800,9800, 36 months,6.99%,302.56,A,A3,director of operations,MORTGAGE,1.00E+05,Not Verified,Jan-15,Fully Paid,n,,debt_consolidation,Debt consolidation,662xx,KS,21.67,0.0699
136027,8500,8500, 36 months,18.49%,309.39,D,D2,COOK COUNTY,MORTGAGE,90000,Verified,May-13,Fully Paid,n,,credit_card,THE BIG PAYBACK,604xx,IL,5.51,0.1849
500297,11775,11775, 36 months,18.99%,431.57,E,E3,Clerk,RENT,35000,Verified,Dec-15,Charged Off,n,,debt_consolidation,Debt consolidation,952xx,CA,27.6,0.1899
818169,16000,16000, 36 months,6.39%,489.59,A,A2,Manager,MORTGAGE,117000,Not Verified,Mar-15,Fully Paid,n,,debt_consolidation,Debt consolidation,328xx,FL,18.22,0.0639
402283,3025,3025, 36 months,24.99%,120.26,F,F4,BluePearl Science Exec. Assistant,MORTGAGE,43000,Verified,Apr-14,Fully Paid,n,,other,Other,336xx,FL,4.19,0.2499
2064636,20000,20000, 60 months,22.35%,556.37,D,D5,contract distributer,MORTGAGE,36000,Not Verified,Aug-18,Fully Paid,n,,medical,Medical expenses,270xx,NC,16.6,0.2235
1432614,22000,22000, 36 months,10.42%,714.23,B,B3,Senior Accountant,MORTGAGE,80000,Not Verified,Jun-17,Fully Paid,n,,credit_card,Credit card refinancing,750xx,TX,22.71,0.1042
460131,25000,25000, 60 months,17.57%,629.01,D,D2,Systems Checkout,MORTGAGE,72000,Verified,Jan-14,Fully Paid,n,,debt_consolidation,Debt consolidation,935xx,CA,22.23,0.1757
2120147,19875,19875, 60 months,6.00%,383.73,C,C2,GS-12 Manager,MORTGAGE,110000,Not Verified,Jul-18,Current,n,,credit_card,Credit card refinancing,729xx,AR,24.6,0.06
232988,12000,12000, 36 months,13.66%,408.16,C,C3,Systems Programmer,MORTGAGE,103000,Verified,Dec-14,Fully Paid,n,,debt_consolidation,Debt consolidation,105xx,NY,13.63,0.1366
9375,8000,7750, 36 months,10.99%,261.88,B,B3,NBT Bank,MORTGAGE,42000,Not Verified,Aug-11,Fully Paid,n,  Borrower added on 08/12/11 > I would like to debt consolidate and have one payment.<br/>,credit_card,Consolidate,134xx,NY,17.37,0.1099
439980,35000,34950, 60 months,16.59%,862.15,D,D1,Manager Financial Reporting Systems,MORTGAGE,155000,Source Verified,Feb-14,Fully Paid,n,,credit_card,Credit card refinancing,600xx,IL,7.15,0.1659
743759,22000,22000, 60 months,14.65%,519.35,C,C5,operator,MORTGAGE,65000,Verified,May-15,Fully Paid,n,,debt_consolidation,Debt consolidation,720xx,AR,26.4,0.1465
144301,4000,4000, 36 months,16.29%,141.21,C,C4,Broward Sheriff's Office,RENT,53000,Source Verified,May-13,Fully Paid,n,,wedding,A New Life,333xx,FL,21.35,0.1629
1391868,10000,10000, 36 months,16.99%,356.48,D,D1,Manufacturing Lead,MORTGAGE,55000,Verified,Jan-17,Fully Paid,n,,debt_consolidation,Debt consolidation,750xx,TX,15.27,0.1699
2056036,14000,14000, 36 months,10.08%,452.27,B,B1,quality inspector,OWN,60000,Source Verified,Aug-18,Current,n,,debt_consolidation,Debt consolidation,331xx,FL,3.48,0.1008
964083,21000,20975, 36 months,11.99%,697.41,C,C1,Manager Aviation Safety Programs,MORTGAGE,55000,Verified,Feb-16,Current,n,,debt_consolidation,Debt consolidation,451xx,OH,22.91,0.1199
2019097,40000,40000, 60 months,8.46%,819.9,A,A5,Database Administrator ,MORTGAGE,205000,Source Verified,Sep-18,Current,n,,credit_card,Credit card refinancing,207xx,MD,15.33,0.0846
900962,30000,30000, 36 months,9.75%,964.5,B,B3,,RENT,120000,Verified,Mar-16,Current,n,,other,Other,913xx,CA,15.03,0.0975
78726,5500,5500, 36 months,12.99%,185.3,B,B4,technician,RENT,25000,Not Verified,Oct-13,Fully Paid,n,,debt_consolidation,credit card payment,948xx,CA,28.32,0.1299
743889,11400,11400, 60 months,14.65%,269.12,C,C5,sales inspector,MORTGAGE,54000,Source Verified,May-15,Fully Paid,n,,debt_consolidation,Debt consolidation,302xx,GA,19.2,0.1465
2017396,10000,10000, 60 months,20.89%,269.92,D,D4,Claims Associate,RENT,34274,Source Verified,Sep-18,Current,n,,debt_consolidation,Debt consolidation,959xx,CA,25.84,0.2089
489534,15000,15000, 36 months,10.64%,488.53,B,B4,revenue management ,RENT,62000,Verified,Dec-15,Fully Paid,n,,debt_consolidation,Debt consolidation,907xx,CA,32.19,0.1064
1272020,7200,7200, 36 months,28.69%,300.51,F,F1,Medical inspector,RENT,39120,Source Verified,Dec-16,Charged Off,n,,debt_consolidation,Debt consolidation,871xx,NM,30.77,0.2869
1458490,13000,13000, 60 months,14.08%,303.03,C,C3,financial sales,RENT,55000,Not Verified,May-17,Fully Paid,n,,debt_consolidation,Debt consolidation,970xx,OR,14.45,0.1408
1042078,13200,13200, 36 months,11.47%,435.1,B,B5,HR Lead Associate,MORTGAGE,80500,Source Verified,Jun-16,Fully Paid,n,,debt_consolidation,Debt consolidation,207xx,MD,28.81,0.1147
1568365,32000,32000, 60 months,7.97%,648.39,A,A5,,MORTGAGE,120000,Source Verified,Aug-17,Late (31-120 days),n,,home_improvement,Home improvement,945xx,CA,4.09,0.0797
933329,25000,25000, 36 months,9.16%,796.86,B,B2,Chief Administrative Officer,RENT,105000,Not Verified,Mar-16,Current,n,,credit_card,Credit card refinancing,021xx,MA,21.62,0.0916
1130355,3600,3600, 36 months,13.99%,123.03,C,C3,Lead Project Estimator,RENT,140000,Verified,Sep-16,Fully Paid,n,,other,Other,908xx,CA,16.94,0.1399
1467058,12000,12000, 36 months,10.42%,389.58,B,B3,Technician,MORTGAGE,46384,Not Verified,May-17,Fully Paid,n,,debt_consolidation,Debt consolidation,329xx,FL,11.77,0.1042
2080220,40000,40000, 36 months,6.67%,1229.06,A,A2,Longshoreman Foreman,OWN,86000,Not Verified,Aug-18,Current,n,,debt_consolidation,Debt consolidation,770xx,TX,23.65,0.0667
1234344,26500,26500, 36 months,7.24%,821.16,A,A3,Project Manager,MORTGAGE,80000,Source Verified,Dec-16,Current,n,,debt_consolidation,Debt consolidation,103xx,NY,17.91,0.0724
1483029,10000,10000, 36 months,9.93%,322.35,B,B2,Senior Account Executive,RENT,105000,Source Verified,May-17,Fully Paid,n,,debt_consolidation,Debt consolidation,750xx,TX,16.09,0.0993
845946,6100,6100, 36 months,12.99%,205.51,C,C2,Acting Deputy Director,MORTGAGE,107800,Source Verified,Feb-15,Fully Paid,n,,credit_card,Credit card refinancing,957xx,CA,30.32,0.1299
305267,6000,6000, 36 months,11.67%,198.35,B,B4,equipment operator,MORTGAGE,50000,Verified,Oct-14,Fully Paid,n,,debt_consolidation,Debt consolidation,415xx,KY,14.52,0.1167
1333539,18000,18000, 36 months,6.99%,555.71,A,A2,Correctional Officer,MORTGAGE,73000,Not Verified,Mar-17,Fully Paid,n,,debt_consolidation,Debt consolidation,120xx,NY,17.79,0.0699
373451,30000,30000, 60 months,15.61%,723.34,D,D1,Sr. Project Engineer,MORTGAGE,136000,Verified,Jun-14,Fully Paid,n,,credit_card,Credit card refinancing,729xx,AR,24.79,0.1561
121185,9750,9750, 36 months,13.05%,328.76,B,B5,Usps,MORTGAGE,60000,Not Verified,Jul-13,Fully Paid,n,,debt_consolidation,Debt consolidation,141xx,NY,6.04,0.1305
1467026,21000,21000, 60 months,19.03%,545.1,D,D3,Study Coordinator,MORTGAGE,64480,Source Verified,May-17,Charged Off,n,,debt_consolidation,Debt consolidation,630xx,MO,25.96,0.1903
1281917,12500,12500, 60 months,24.74%,364.99,E,E3,Cable Contractor,RENT,46000,Not Verified,Nov-16,Current,n,,car,Car financing,335xx,FL,11.17,0.2474
1223108,14400,14400, 36 months,13.49%,488.6,C,C2,Sales Manager,MORTGAGE,99886,Not Verified,Dec-16,Fully Paid,n,,car,Car financing,280xx,NC,29.2,0.1349
332296,20000,20000, 60 months,13.98%,465.16,C,C3,,MORTGAGE,72000,Verified,Aug-14,Fully Paid,n,,home_improvement,Debt consolidation,740xx,OK,21.02,0.1398
1194611,12000,12000, 60 months,13.99%,279.16,C,C3,Teller,RENT,30000,Source Verified,Jul-16,Fully Paid,n,,debt_consolidation,Debt consolidation,347xx,FL,20.12,0.1399
1313561,12000,12000, 60 months,15.59%,289.21,C,C5,Project Manager,MORTGAGE,75000,Not Verified,Oct-16,Fully Paid,n,,debt_consolidation,Debt consolidation,208xx,MD,33.9,0.1559
596935,10200,10150, 36 months,16.55%,361.38,D,D2,Paralegal,MORTGAGE,37500,Not Verified,Sep-15,Charged Off,n,,debt_consolidation,Debt consolidation,720xx,AR,19.23,0.1655
1000618,25000,25000, 36 months,7.91%,782.38,A,A5,Lead Drive,MORTGAGE,85000,Source Verified,Jan-16,Fully Paid,n,,debt_consolidation,Debt consolidation,327xx,FL,26.99,0.0791
689961,10050,10050, 36 months,18.25%,364.6,E,E1,Utility Technician,MORTGAGE,90000,Source Verified,Jul-15,Fully Paid,n,,debt_consolidation,Debt consolidation,440xx,OH,20.79,0.1825
